일자|시간|구분,공급량
2019-01-07 14 A,2148.4582495109835
2019-01-07 15 A,2088.045377139957
2019-01-07 16 A,2091.165493354868
2019-01-07 17 A,2088.351625255661
2019-01-07 18 A,2161.0800872206437
2019-01-07 19 A,2306.623457000039
2019-01-07 20 A,2148.368363914226
2019-01-07 21 A,2173.730549599811
2019-01-07 22 A,2325.090213801171
2019-01-07 23 A,2300.8508371065664
2019-01-07 24 A,2273.316326101127
2019-01-08 01 A,2404.9831348431417
2019-01-08 02 A,2331.363534029463
2019-01-08 03 A,2279.439146910974
2019-01-08 04 A,2315.264197994204
2019-01-08 05 A,2327.603853321529
2019-01-08 06 A,2369.97398142273
2019-01-08 07 A,2232.754659244103
2019-01-08 08 A,2356.0856178157665
2019-01-08 09 A,2300.9068803306536
2019-01-08 10 A,2408.502727840309
2019-01-08 11 A,2385.1973610207688
2019-01-08 12 A,2239.1232338412697
2019-01-08 13 A,2126.72257037013
2019-01-08 14 A,2053.8842143909633
2019-01-08 15 A,1995.9329166541838
2019-01-08 16 A,2046.8931306112736
2019-01-08 17 A,2103.1231271015995
2019-01-08 18 A,2201.8943057826687
2019-01-08 19 A,2265.3611416709177
2019-01-08 20 A,2312.4089672478976
2019-01-08 21 A,2443.2125969270883
2019-01-08 22 A,2388.5321248440005
2019-01-08 23 A,2429.624416303848
2019-01-08 24 A,2444.100030529673
2019-01-09 01 A,2419.4604899282913
2019-01-09 02 A,2440.327802322947
2019-01-09 03 A,2350.305890660343
2019-01-09 04 A,2381.9991446352906
2019-01-09 05 A,2423.5022457758937
2019-01-09 06 A,2461.763102001097
2019-01-09 07 A,2481.4712919770864
2019-01-09 08 A,2515.9126377014645
2019-01-09 09 A,2527.1338702281155
2019-01-09 10 A,2504.520270182671
2019-01-09 11 A,2435.932048676461
2019-01-09 12 A,2566.4000890029183
2019-01-09 13 A,2372.6249093704655
2019-01-09 14 A,2289.158523293159
2019-01-09 15 A,2184.6552831378744
2019-01-09 16 A,2216.460707368641
2019-01-09 17 A,2288.159884983743
2019-01-09 18 A,2448.45538459311
2019-01-09 19 A,2468.8680793100702
2019-01-09 20 A,2441.566849591465
2019-01-09 21 A,2336.238102578709
2019-01-09 22 A,2361.2190040144133
2019-01-09 23 A,2407.4519702033563
2019-01-09 24 A,2403.7582029774194
2019-01-10 01 A,2410.053302819975
2019-01-10 02 A,2450.5010016268384
2019-01-10 03 A,2489.9951261052115
2019-01-10 04 A,2471.8995984450994
2019-01-10 05 A,2500.790546496343
2019-01-10 06 A,2497.2123413992786
2019-01-10 07 A,2438.129617858801
2019-01-10 08 A,2470.093388856925
2019-01-10 09 A,2478.5421039453176
2019-01-10 10 A,2507.399349168696
2019-01-10 11 A,2461.073104208557
2019-01-10 12 A,2415.4280683196985
2019-01-10 13 A,2305.5456293335383
2019-01-10 14 A,2107.797796833355
2019-01-10 15 A,2022.490403719995
2019-01-10 16 A,2052.1761598785633
2019-01-10 17 A,2197.2950454673964
2019-01-10 18 A,2421.0970879909846
2019-01-10 19 A,2503.4982812726357
2019-01-10 20 A,2462.7050005096753
2019-01-10 21 A,2459.027181428347
2019-01-10 22 A,2421.3098500690758
2019-01-10 23 A,2393.894943041824
2019-01-10 24 A,2390.4603944374144
2019-01-11 01 A,2438.591975528093
2019-01-11 02 A,2397.7387770554396
2019-01-11 03 A,2381.1332018860703
2019-01-11 04 A,2391.0307933348113
2019-01-11 05 A,2399.62815425624
2019-01-11 06 A,2350.5802297063137
2019-01-11 07 A,2395.787306303223
2019-01-11 08 A,2503.862186412379
2019-01-11 09 A,2433.0480084628857
2019-01-11 10 A,2594.1987824606967
2019-01-11 11 A,2458.332080971477
2019-01-11 12 A,2480.9921963545685
2019-01-11 13 A,2267.335233489738
2019-01-11 14 A,2194.742495331746
2019-01-11 15 A,2096.9821145160245
2019-01-11 16 A,2077.6138991024904
2019-01-11 17 A,2260.316888021587
2019-01-11 18 A,2430.358756721646
2019-01-11 19 A,2467.1357435248424
2019-01-11 20 A,2470.3702296522806
2019-01-11 21 A,2401.646100163367
2019-01-11 22 A,2425.4084050247493
2019-01-11 23 A,2460.025782023734
2019-01-11 24 A,2436.3441966876344
2019-01-12 01 A,2261.359722176336
2019-01-12 02 A,2256.998317802004
2019-01-12 03 A,2208.839630159886
2019-01-12 04 A,2191.763757095869
2019-01-12 05 A,2107.919736120631
2019-01-12 06 A,2183.9297318533286
2019-01-12 07 A,2191.6239052699602
2019-01-12 08 A,2207.9350390601658
2019-01-12 09 A,2171.78472054676
2019-01-12 10 A,2226.378552388143
2019-01-12 11 A,2298.8561576037646
2019-01-12 12 A,2336.9249186863453
2019-01-12 13 A,2215.484610867262
2019-01-12 14 A,2021.098044207345
2019-01-12 15 A,1892.8734128877836
2019-01-12 16 A,1902.652375070712
2019-01-12 17 A,1976.0933661462273
2019-01-12 18 A,2250.045934987428
2019-01-12 19 A,2384.9863140836906
2019-01-12 20 A,2390.3359782708285
2019-01-12 21 A,2380.99766947827
2019-01-12 22 A,2276.7664359808014
2019-01-12 23 A,2272.0475802051037
2019-01-12 24 A,2215.0835588451873
2019-01-13 01 A,2103.0365143205167
2019-01-13 02 A,2163.3948654975306
2019-01-13 03 A,2168.769066560616
2019-01-13 04 A,2183.0173154340914
2019-01-13 05 A,2179.2657099321914
2019-01-13 06 A,2167.842093986682
2019-01-13 07 A,2256.6241948755587
2019-01-13 08 A,2234.9877630417714
2019-01-13 09 A,2188.0875411815905
2019-01-13 10 A,2280.1036838192003
2019-01-13 11 A,2172.6717023106603
2019-01-13 12 A,2190.63878090026
2019-01-13 13 A,2179.459994960377
2019-01-13 14 A,2088.1879564680517
2019-01-13 15 A,1982.9873704554288
2019-01-13 16 A,2029.4039346098557
2019-01-13 17 A,2030.866994788384
2019-01-13 18 A,2060.519519871048
2019-01-13 19 A,2101.205259905804
2019-01-13 20 A,2036.8803984484712
2019-01-13 21 A,2024.1992169300545
2019-01-13 22 A,2058.7484610894903
2019-01-13 23 A,2022.0072046892076
2019-01-13 24 A,2115.623904954407
2019-01-14 01 A,2382.0969366148474
2019-01-14 02 A,2368.8663649198456
2019-01-14 03 A,2348.0652422455696
2019-01-14 04 A,2392.1649685175053
2019-01-14 05 A,2449.8111973597825
2019-01-14 06 A,2535.3229397080027
2019-01-14 07 A,2559.625034575729
2019-01-14 08 A,2598.158885866036
2019-01-14 09 A,2586.12711058519
2019-01-14 10 A,2422.4246862690643
2019-01-14 11 A,2479.847605136334
2019-01-14 12 A,2568.156931234958
2019-01-14 13 A,2348.2079122597306
2019-01-14 14 A,2214.2666794182655
2019-01-14 15 A,2165.1944030910227
2019-01-14 16 A,2146.6108387341974
2019-01-14 17 A,2166.535708106722
2019-01-14 18 A,2277.7976350155864
2019-01-14 19 A,2389.615518479442
2019-01-14 20 A,2372.0896994159557
2019-01-14 21 A,2381.8338261081917
2019-01-14 22 A,2308.5204281705333
2019-01-14 23 A,2288.2882080313475
2019-01-14 24 A,2290.09185289536
2019-01-15 01 A,2281.2581926944868
2019-01-15 02 A,2191.1927553105297
2019-01-15 03 A,2241.4779279772483
2019-01-15 04 A,2265.000851813727
2019-01-15 05 A,2275.1737125132586
2019-01-15 06 A,2249.5312608961112
2019-01-15 07 A,2308.692840881289
2019-01-15 08 A,2180.8015491834003
2019-01-15 09 A,2280.105080285254
2019-01-15 10 A,2348.5092664272534
2019-01-15 11 A,2417.759231771438
2019-01-15 12 A,2322.511416085395
2019-01-15 13 A,2176.0180602724645
2019-01-15 14 A,1988.536032089113
2019-01-15 15 A,1947.6099111842964
2019-01-15 16 A,1973.6726085866321
2019-01-15 17 A,2037.6383114189184
2019-01-15 18 A,2260.734424737426
2019-01-15 19 A,2265.857836643101
2019-01-15 20 A,2242.576995345643
2019-01-15 21 A,2217.8262129716795
2019-01-15 22 A,2227.765403751917
2019-01-15 23 A,2307.825295603262
2019-01-15 24 A,2375.4615051389787
2019-01-16 01 A,2348.689130634176
2019-01-16 02 A,2359.061770954778
2019-01-16 03 A,2222.036356207863
2019-01-16 04 A,2256.1701756387533
2019-01-16 05 A,2355.524575060045
2019-01-16 06 A,2309.8219753418384
2019-01-16 07 A,2271.567162485676
2019-01-16 08 A,2280.970274870341
2019-01-16 09 A,2347.026411428409
2019-01-16 10 A,2355.4375775034255
2019-01-16 11 A,2434.902685463141
2019-01-16 12 A,2224.814370387506
2019-01-16 13 A,2156.2873389094702
2019-01-16 14 A,2056.5717454097467
2019-01-16 15 A,2063.7927431919384
2019-01-16 16 A,2036.7795575129903
2019-01-16 17 A,2064.257741723689
2019-01-16 18 A,2197.30902259119
2019-01-16 19 A,2191.73103283437
2019-01-16 20 A,2194.2172434777085
2019-01-16 21 A,2145.089142860385
2019-01-16 22 A,2197.7981353037485
2019-01-16 23 A,2216.480973652529
2019-01-16 24 A,2259.290537443364
2019-01-17 01 A,2271.849910555056
2019-01-17 02 A,2265.736772464623
2019-01-17 03 A,2214.859334829416
2019-01-17 04 A,2217.713797091229
2019-01-17 05 A,2325.797089631914
2019-01-17 06 A,2319.5279985055195
2019-01-17 07 A,2293.3240622441726
2019-01-17 08 A,2270.56350001702
2019-01-17 09 A,2359.772167076382
2019-01-17 10 A,2313.1148435949262
2019-01-17 11 A,2460.9831046163695
2019-01-17 12 A,2324.4097338985002
2019-01-17 13 A,2175.802147202647
2019-01-17 14 A,2041.3121664928844
2019-01-17 15 A,2047.4330145891886
2019-01-17 16 A,2032.0268405697573
2019-01-17 17 A,2083.0947710323308
2019-01-17 18 A,2238.0064751859636
2019-01-17 19 A,2226.086434635661
2019-01-17 20 A,2171.8878071869785
2019-01-17 21 A,2243.851751488758
2019-01-17 22 A,2257.427357994632
2019-01-17 23 A,2260.3842573716647
2019-01-17 24 A,2297.878752560706
2019-01-18 01 A,2199.1581677243576
2019-01-18 02 A,2200.6548437596466
2019-01-18 03 A,2186.2972287856787
2019-01-18 04 A,2201.9525064843956
2019-01-18 05 A,2298.0202941426783
2019-01-18 06 A,2341.9101932564745
2019-01-18 07 A,2362.6812000885775
2019-01-18 08 A,2296.061487444048
2019-01-18 09 A,2394.3040945716957
2019-01-18 10 A,2224.7361000593673
2019-01-18 11 A,2319.64876145352
2019-01-18 12 A,2339.1550146642358
2019-01-18 13 A,2181.8143212644163
2019-01-18 14 A,2123.8913200088673
2019-01-18 15 A,2053.331073112277
2019-01-18 16 A,2093.3829990691547
2019-01-18 17 A,2104.483572609677
2019-01-18 18 A,2224.631865533258
2019-01-18 19 A,2347.316764244663
2019-01-18 20 A,2306.049742344775
2019-01-18 21 A,2204.6071207273353
2019-01-18 22 A,2278.292217931811
2019-01-18 23 A,2245.931819174795
2019-01-18 24 A,2309.726623868912
2019-01-19 01 A,2025.5305398856544
2019-01-19 02 A,2033.5033668864855
2019-01-19 03 A,2050.134979707153
2019-01-19 04 A,2002.4420985595134
2019-01-19 05 A,2035.1177130951899
2019-01-19 06 A,2046.7145172771125
2019-01-19 07 A,2023.3849633494106
2019-01-19 08 A,2042.4450200616793
2019-01-19 09 A,2092.2823146768937
2019-01-19 10 A,2180.2271245915877
2019-01-19 11 A,2298.7817183730276
2019-01-19 12 A,2252.988479626807
2019-01-19 13 A,2065.9646142108795
2019-01-19 14 A,1906.362401840168
2019-01-19 15 A,1928.0564094372908
2019-01-19 16 A,1918.1548658233214
2019-01-19 17 A,2015.7175925716401
2019-01-19 18 A,2140.898012224536
2019-01-19 19 A,2153.336211283531
2019-01-19 20 A,2177.787759926687
2019-01-19 21 A,2138.5615244084556
2019-01-19 22 A,2086.1597084641553
2019-01-19 23 A,2065.056570967995
2019-01-19 24 A,2104.1475110326573
2019-01-20 01 A,1972.0548381070366
2019-01-20 02 A,1974.024207592614
2019-01-20 03 A,2057.3013807551274
2019-01-20 04 A,2275.6985095200653
2019-01-20 05 A,2299.848820201192
2019-01-20 06 A,2311.590152467361
2019-01-20 07 A,2295.2942955795843
2019-01-20 08 A,2277.157501058339
2019-01-20 09 A,2291.1833988457147
2019-01-20 10 A,2307.1947830027398
2019-01-20 11 A,2169.2867311348814
2019-01-20 12 A,2204.0751811949503
2019-01-20 13 A,2049.6458754265027
2019-01-20 14 A,2033.1690534805514
2019-01-20 15 A,1992.5829448793802
2019-01-20 16 A,1990.455905456974
2019-01-20 17 A,1981.2580882201132
2019-01-20 18 A,2025.7582301820642
2019-01-20 19 A,2011.488265121768
2019-01-20 20 A,2080.7639775577745
2019-01-20 21 A,2125.6849897737147
2019-01-20 22 A,2085.4892140556194
2019-01-20 23 A,2089.265401578955
2019-01-20 24 A,2054.252070176796
2019-01-21 01 A,2372.0267228233797
2019-01-21 02 A,2263.963474828757
2019-01-21 03 A,2275.1018577153645
2019-01-21 04 A,2286.7507245866195
2019-01-21 05 A,2374.273872766337
2019-01-21 06 A,2486.5497072636435
2019-01-21 07 A,2598.4687697679715
2019-01-21 08 A,2705.5017816709974
2019-01-21 09 A,2638.191757233206
2019-01-21 10 A,2460.2563477456506
2019-01-21 11 A,2362.873369083117
2019-01-21 12 A,2470.483568372648
2019-01-21 13 A,2431.236926141484
2019-01-21 14 A,2208.9289943479516
2019-01-21 15 A,2234.1417484269714
2019-01-21 16 A,2264.597386401774
2019-01-21 17 A,2251.0567949867236
2019-01-21 18 A,2376.222748972742
2019-01-21 19 A,2202.865190198103
2019-01-21 20 A,2247.5662523970814
2019-01-21 21 A,2304.1257097312705
2019-01-21 22 A,2258.5917266059205
2019-01-21 23 A,2252.405855323921
2019-01-21 24 A,2221.420588725624
2019-01-22 01 A,2359.569049680371
2019-01-22 02 A,2400.2327535679015
2019-01-22 03 A,2390.6418939741934
2019-01-22 04 A,2381.87176623872
2019-01-22 05 A,2357.234203270489
2019-01-22 06 A,2372.575037757104
2019-01-22 07 A,2471.5051708778637
2019-01-22 08 A,2457.3341752968563
2019-01-22 09 A,2421.785784827872
2019-01-22 10 A,2408.9258185818026
2019-01-22 11 A,2431.439596785554
2019-01-22 12 A,2475.42906730699
2019-01-22 13 A,2280.02628681035
2019-01-22 14 A,2248.4495962554347
2019-01-22 15 A,2219.5805242954275
2019-01-22 16 A,2225.9774255251496
2019-01-22 17 A,2247.6445249021654
2019-01-22 18 A,2378.798964463157
2019-01-22 19 A,2287.4266323349457
2019-01-22 20 A,2328.4289777904564
2019-01-22 21 A,2405.5032907642503
2019-01-22 22 A,2408.041626878906
2019-01-22 23 A,2421.1603277233853
2019-01-22 24 A,2395.599432150895
2019-01-23 01 A,2349.085546498388
2019-01-23 02 A,2465.578713669237
2019-01-23 03 A,2420.5996163198324
2019-01-23 04 A,2457.6626231095643
2019-01-23 05 A,2509.749835237829
2019-01-23 06 A,2474.7170589475745
2019-01-23 07 A,2588.1471377383627
2019-01-23 08 A,2616.2556912397577
2019-01-23 09 A,2628.6748445979347
2019-01-23 10 A,2632.596845315301
2019-01-23 11 A,2427.676179029044
2019-01-23 12 A,2424.326504052069
2019-01-23 13 A,2457.1748712949984
2019-01-23 14 A,2486.522662663754
2019-01-23 15 A,2410.085033229304
2019-01-23 16 A,2488.0187606776017
2019-01-23 17 A,2429.516650298103
2019-01-23 18 A,2419.176292956029
2019-01-23 19 A,2388.129928123109
2019-01-23 20 A,2454.62243353115
2019-01-23 21 A,2447.592984060254
2019-01-23 22 A,2467.9108772070194
2019-01-23 23 A,2545.45941810177
2019-01-23 24 A,2529.6162358721563
2019-01-24 01 A,2495.1603214220386
2019-01-24 02 A,2498.237605634381
2019-01-24 03 A,2539.731103736467
2019-01-24 04 A,2508.8146298162824
2019-01-24 05 A,2437.7928985543076
2019-01-24 06 A,2452.8555734976912
2019-01-24 07 A,2452.75695333398
2019-01-24 08 A,2361.3931798782532
2019-01-24 09 A,2352.20140261096
2019-01-24 10 A,2558.0940079581446
2019-01-24 11 A,2562.1689211224157
2019-01-24 12 A,2482.3376537860586
2019-01-24 13 A,2353.201952772661
2019-01-24 14 A,2309.066937447755
2019-01-24 15 A,2271.903156714604
2019-01-24 16 A,2290.9061444148733
2019-01-24 17 A,2370.3188356764376
2019-01-24 18 A,2417.3197980405525
2019-01-24 19 A,2454.3249052748715
2019-01-24 20 A,2517.5493002241874
2019-01-24 21 A,2478.389519345702
2019-01-24 22 A,2489.9565586821727
2019-01-24 23 A,2438.445790704881
2019-01-24 24 A,2487.533306210912
2019-01-25 01 A,2503.5835394831292
2019-01-25 02 A,2521.713635667241
2019-01-25 03 A,2486.767414032847
2019-01-25 04 A,2535.039052549511
2019-01-25 05 A,2481.5992363293417
2019-01-25 06 A,2476.722549759459
2019-01-25 07 A,2452.6314427110638
2019-01-25 08 A,2474.9430352965837
2019-01-25 09 A,2444.211720615722
2019-01-25 10 A,2549.254860094961
2019-01-25 11 A,2618.9021782633363
2019-01-25 12 A,2504.705287415615
2019-01-25 13 A,2406.4662227516264
2019-01-25 14 A,2342.115764698969
2019-01-25 15 A,2298.0363245870026
2019-01-25 16 A,2274.1370848732768
2019-01-25 17 A,2397.9370681837254
2019-01-25 18 A,2358.3285482347846
2019-01-25 19 A,2406.508001041605
2019-01-25 20 A,2418.282879014462
2019-01-25 21 A,2440.89263324502
2019-01-25 22 A,2429.7948453327162
2019-01-25 23 A,2395.7382614865232
2019-01-25 24 A,2428.988126516684
2019-01-26 01 A,2130.6460348154137
2019-01-26 02 A,2170.7315334642235
2019-01-26 03 A,2424.779337987832
2019-01-26 04 A,2288.3932785910747
2019-01-26 05 A,2362.494284080459
2019-01-26 06 A,2364.5440175181707
2019-01-26 07 A,2241.6697571929276
2019-01-26 08 A,2417.4068606917413
2019-01-26 09 A,2233.296616268728
2019-01-26 10 A,2503.640265289743
2019-01-26 11 A,2544.582400312296
2019-01-26 12 A,2480.6557263346904
2019-01-26 13 A,2267.15447965332
2019-01-26 14 A,2243.4218583582574
2019-01-26 15 A,2144.075572305154
2019-01-26 16 A,2111.6969831221904
2019-01-26 17 A,2134.497651168831
2019-01-26 18 A,2202.564310126225
2019-01-26 19 A,2270.3002858241107
2019-01-26 20 A,2157.9695408444645
2019-01-26 21 A,2145.049113920053
2019-01-26 22 A,2079.674718008685
2019-01-26 23 A,2165.84491270542
2019-01-26 24 A,2144.147191815654
2019-01-27 01 A,2092.789080176767
2019-01-27 02 A,2067.8595741873505
2019-01-27 03 A,2103.932620811418
2019-01-27 04 A,2212.5092116259457
2019-01-27 05 A,2318.3284038397724
2019-01-27 06 A,2174.6219474714744
2019-01-27 07 A,2255.975970638521
2019-01-27 08 A,2190.6586189802633
2019-01-27 09 A,2194.288099237526
2019-01-27 10 A,2369.9866754323343
2019-01-27 11 A,2332.4396784934866
2019-01-27 12 A,2350.087660931191
2019-01-27 13 A,2152.1377194001125
2019-01-27 14 A,2075.153826888042
2019-01-27 15 A,1916.0501170422276
2019-01-27 16 A,1886.2525107860893
2019-01-27 17 A,1944.40933061146
2019-01-27 18 A,2190.8604946814326
2019-01-27 19 A,2262.571018495715
2019-01-27 20 A,2244.312744264934
2019-01-27 21 A,2162.5737552763844
2019-01-27 22 A,2078.347525160375
2019-01-27 23 A,2125.1243101585146
2019-01-27 24 A,2148.553874601088
2019-01-28 01 A,2395.828633650151
2019-01-28 02 A,2346.1835761403427
2019-01-28 03 A,2460.688154303648
2019-01-28 04 A,2474.0212812894542
2019-01-28 05 A,2542.902591576741
2019-01-28 06 A,2578.3838593458445
2019-01-28 07 A,2691.0912299778356
2019-01-28 08 A,2723.466293643044
2019-01-28 09 A,2578.16965803138
2019-01-28 10 A,2482.4446486918896
2019-01-28 11 A,2503.4951173732043
2019-01-28 12 A,2389.1539594836277
2019-01-28 13 A,2272.3673366805997
2019-01-28 14 A,2164.767257847643
2019-01-28 15 A,2020.2636508211049
2019-01-28 16 A,1983.8123467854984
2019-01-28 17 A,2051.7874617551897
2019-01-28 18 A,2317.507869472429
2019-01-28 19 A,2276.7476953111027
2019-01-28 20 A,2339.5879028972454
2019-01-28 21 A,2383.1158761140764
2019-01-28 22 A,2402.65831299568
2019-01-28 23 A,2439.6215116389803
2019-01-28 24 A,2373.5211556837285
2019-01-29 01 A,2438.5053230630074
2019-01-29 02 A,2467.144077869953
2019-01-29 03 A,2355.1121382826204
2019-01-29 04 A,2431.6314626390867
2019-01-29 05 A,2417.248084601641
2019-01-29 06 A,2429.043308016008
2019-01-29 07 A,2434.699265390135
2019-01-29 08 A,2422.858385847678
2019-01-29 09 A,2419.7488607028367
2019-01-29 10 A,2477.2467261303996
2019-01-29 11 A,2421.712157371223
2019-01-29 12 A,2359.6280857154857
2019-01-29 13 A,2250.3554349971123
2019-01-29 14 A,2205.178231588883
2019-01-29 15 A,2161.478784627774
2019-01-29 16 A,2148.6337484789024
2019-01-29 17 A,2179.87719823819
2019-01-29 18 A,2287.7398777608714
2019-01-29 19 A,2162.073604516927
2019-01-29 20 A,2252.041961702972
2019-01-29 21 A,2233.605120308849
2019-01-29 22 A,2228.4980605993023
2019-01-29 23 A,2203.6986657530306
2019-01-29 24 A,2128.3121041834293
2019-01-30 01 A,2211.364788014036
2019-01-30 02 A,2239.8224819551124
2019-01-30 03 A,2235.1232938398825
2019-01-30 04 A,2158.0446928282186
2019-01-30 05 A,2228.087196907792
2019-01-30 06 A,2353.8314245689244
2019-01-30 07 A,2287.621832713252
2019-01-30 08 A,2313.6865819524273
2019-01-30 09 A,2388.134437751337
2019-01-30 10 A,2347.647161288813
2019-01-30 11 A,2250.2265514610817
2019-01-30 12 A,2217.3739519233222
2019-01-30 13 A,2152.870570841262
2019-01-30 14 A,2047.8782221973468
2019-01-30 15 A,2039.6692255090957
2019-01-30 16 A,2012.458937136406
2019-01-30 17 A,2108.254111906257
2019-01-30 18 A,2160.802775077138
