일자|시간|구분,공급량
2019-01-04 06 A,2700.0212
2019-01-04 07 A,2997.053
2019-01-04 08 A,3423.3806
2019-01-04 09 A,3530.2307
2019-01-04 10 A,3425.5085
2019-01-04 11 A,3262.3057
2019-01-04 12 A,3017.2932
2019-01-04 13 A,2875.677
2019-01-04 14 A,2742.2292
2019-01-04 15 A,2591.3486
2019-01-04 16 A,2510.1765
2019-01-04 17 A,2563.8005
2019-01-04 18 A,2793.1821
2019-01-04 19 A,3087.1685
2019-01-04 20 A,3170.6785
2019-01-04 21 A,3106.7732
2019-01-04 22 A,3040.0955
2019-01-04 23 A,2948.774
2019-01-04 24 A,2810.1858
2019-01-05 01 A,2418.8496
2019-01-05 02 A,2130.9146
2019-01-05 03 A,2019.0621
2019-01-05 04 A,2051.3071
2019-01-05 05 A,2168.9392
2019-01-05 06 A,2280.8516
2019-01-05 07 A,2364.5552
2019-01-05 08 A,2711.0408
2019-01-05 09 A,2902.8918
2019-01-05 10 A,2929.579
2019-01-05 11 A,2833.1946
2019-01-05 12 A,2644.5195
2019-01-05 13 A,2449.618
2019-01-05 14 A,2327.4128
2019-01-05 15 A,2169.7212
2019-01-05 16 A,2158.1343
2019-01-05 17 A,2231.1443
2019-01-05 18 A,2450.4973
2019-01-05 19 A,2721.7102
2019-01-05 20 A,2761.9614
2019-01-05 21 A,2648.4958
2019-01-05 22 A,2555.4824
2019-01-05 23 A,2509.6567
2019-01-05 24 A,2382.8271
2019-01-06 01 A,2084.148
2019-01-06 02 A,1836.0215
2019-01-06 03 A,1761.6215
2019-01-06 04 A,1786.8107
2019-01-06 05 A,1930.0449
2019-01-06 06 A,2012.6266
2019-01-06 07 A,2073.2432
2019-01-06 08 A,2307.1672
2019-01-06 09 A,2536.9324
2019-01-06 10 A,2582.9397
2019-01-06 11 A,2530.7083
2019-01-06 12 A,2315.6606
2019-01-06 13 A,2220.0188
2019-01-06 14 A,2139.1216
2019-01-06 15 A,2015.9688
2019-01-06 16 A,2010.8896
2019-01-06 17 A,2100.6426
2019-01-06 18 A,2348.0369
2019-01-06 19 A,2669.8877
2019-01-06 20 A,2679.7573
2019-01-06 21 A,2622.1538
2019-01-06 22 A,2538.1567
2019-01-06 23 A,2447.7927
2019-01-06 24 A,2313.9646
2019-01-07 01 A,2128.6182
2019-01-07 02 A,1859.4943
2019-01-07 03 A,1807.9856
2019-01-07 04 A,1844.3104
2019-01-07 05 A,2058.2568
2019-01-07 06 A,2256.675
2019-01-07 07 A,2585.1426
2019-01-07 08 A,3052.023
2019-01-07 09 A,3142.5103
2019-01-07 10 A,3051.1343
2019-01-07 11 A,2929.4656
2019-01-07 12 A,2672.3938
2019-01-07 13 A,2552.227
2019-01-07 14 A,2401.4717
2019-01-07 15 A,2237.6418
2019-01-07 16 A,2211.3706
2019-01-07 17 A,2285.4897
2019-01-07 18 A,2519.874
2019-01-07 19 A,2827.8003
2019-01-07 20 A,2898.9204
2019-01-07 21 A,2872.8228
2019-01-07 22 A,2797.0544
2019-01-07 23 A,2695.8384
2019-01-07 24 A,2546.4805
2019-01-08 01 A,2123.3977
2019-01-08 02 A,1857.0217
2019-01-08 03 A,1786.7633
2019-01-08 04 A,1819.0055
2019-01-08 05 A,2000.1492
2019-01-08 06 A,2160.7349
2019-01-08 07 A,2458.878
2019-01-08 08 A,2943.8833
2019-01-08 09 A,3019.9634
2019-01-08 10 A,2927.3281
2019-01-08 11 A,2806.3684
2019-01-08 12 A,2548.6765
2019-01-08 13 A,2427.4697
2019-01-08 14 A,2294.7485
2019-01-08 15 A,2161.3062
2019-01-08 16 A,2113.1582
2019-01-08 17 A,2188.8367
2019-01-08 18 A,2424.6094
2019-01-08 19 A,2735.3325
2019-01-08 20 A,2800.271
2019-01-08 21 A,2769.415
2019-01-08 22 A,2705.374
2019-01-08 23 A,2592.862
2019-01-08 24 A,2449.6711
2019-01-09 01 A,2308.3596
2019-01-09 02 A,2029.3356
2019-01-09 03 A,1948.1487
2019-01-09 04 A,1977.9142
2019-01-09 05 A,2167.07
2019-01-09 06 A,2343.5908
2019-01-09 07 A,2637.7754
2019-01-09 08 A,3086.873
2019-01-09 09 A,3183.7979
2019-01-09 10 A,3105.9155
2019-01-09 11 A,2979.8557
2019-01-09 12 A,2731.4343
2019-01-09 13 A,2605.6216
2019-01-09 14 A,2469.588
2019-01-09 15 A,2314.8347
2019-01-09 16 A,2293.938
2019-01-09 17 A,2366.8225
2019-01-09 18 A,2613.5437
2019-01-09 19 A,2947.9678
2019-01-09 20 A,3026.9985
2019-01-09 21 A,2981.4053
2019-01-09 22 A,2917.851
2019-01-09 23 A,2818.7686
2019-01-09 24 A,2648.3608
2019-01-10 01 A,2388.2175
2019-01-10 02 A,2122.6467
2019-01-10 03 A,2044.201
2019-01-10 04 A,2075.0042
2019-01-10 05 A,2254.2656
2019-01-10 06 A,2423.2324
2019-01-10 07 A,2730.5344
2019-01-10 08 A,3192.4304
2019-01-10 09 A,3267.6062
2019-01-10 10 A,3142.7688
2019-01-10 11 A,3005.6147
2019-01-10 12 A,2763.4749
2019-01-10 13 A,2639.9724
2019-01-10 14 A,2509.4678
2019-01-10 15 A,2358.749
2019-01-10 16 A,2306.808
2019-01-10 17 A,2387.2036
2019-01-10 18 A,2618.871
2019-01-10 19 A,2951.7114
2019-01-10 20 A,3046.8235
2019-01-10 21 A,3014.8572
2019-01-10 22 A,2955.6694
2019-01-10 23 A,2857.7505
2019-01-10 24 A,2691.9326
2019-01-11 01 A,2315.2947
2019-01-11 02 A,2073.8857
2019-01-11 03 A,1994.2397
2019-01-11 04 A,2026.0515
2019-01-11 05 A,2212.9434
2019-01-11 06 A,2374.5662
2019-01-11 07 A,2671.3838
2019-01-11 08 A,3098.597
2019-01-11 09 A,3203.296
2019-01-11 10 A,3098.4995
2019-01-11 11 A,2961.9863
2019-01-11 12 A,2700.5544
2019-01-11 13 A,2576.5454
2019-01-11 14 A,2443.0981
2019-01-11 15 A,2313.591
2019-01-11 16 A,2264.9412
2019-01-11 17 A,2318.8867
2019-01-11 18 A,2548.2686
2019-01-11 19 A,2859.345
2019-01-11 20 A,2927.5022
2019-01-11 21 A,2886.5825
2019-01-11 22 A,2792.285
2019-01-11 23 A,2700.9639
2019-01-11 24 A,2547.9124
2019-01-12 01 A,2224.6519
2019-01-12 02 A,1948.1251
2019-01-12 03 A,1836.4525
2019-01-12 04 A,1870.5804
2019-01-12 05 A,2022.9481
2019-01-12 06 A,2135.5522
2019-01-12 07 A,2219.2544
2019-01-12 08 A,2560.3357
2019-01-12 09 A,2750.0354
2019-01-12 10 A,2778.4639
2019-01-12 11 A,2682.8154
2019-01-12 12 A,2497.3918
2019-01-12 13 A,2309.173
2019-01-12 14 A,2186.079
2019-01-12 15 A,2046.599
2019-01-12 16 A,2022.8684
2019-01-12 17 A,2084.1482
2019-01-12 18 A,2303.5007
2019-01-12 19 A,2592.8577
2019-01-12 20 A,2628.067
2019-01-12 21 A,2519.8108
2019-01-12 22 A,2426.797
2019-01-12 23 A,2387.4834
2019-01-12 24 A,2251.5483
2019-01-13 01 A,2016.9633
2019-01-13 02 A,1781.1982
2019-01-13 03 A,1706.806
2019-01-13 04 A,1733.879
2019-01-13 05 A,1863.9093
2019-01-13 06 A,1957.762
2019-01-13 07 A,2028.9849
2019-01-13 08 A,2256.3818
2019-01-13 09 A,2477.1257
2019-01-13 10 A,2522.4912
2019-01-13 11 A,2467.6313
2019-01-13 12 A,2257.6409
2019-01-13 13 A,2148.8196
2019-01-13 14 A,2067.033
2019-01-13 15 A,1963.3193
2019-01-13 16 A,1935.4067
2019-01-13 17 A,2025.4817
2019-01-13 18 A,2274.4666
2019-01-13 19 A,2611.6077
2019-01-13 20 A,2617.7317
2019-01-13 21 A,2539.2637
2019-01-13 22 A,2453.532
2019-01-13 23 A,2369.6797
2019-01-13 24 A,2237.3914
2019-01-14 01 A,2035.6487
2019-01-14 02 A,1781.0802
2019-01-14 03 A,1729.7501
2019-01-14 04 A,1764.4421
2019-01-14 05 A,1965.1843
2019-01-14 06 A,2163.6033
2019-01-14 07 A,2496.961
2019-01-14 08 A,2953.241
2019-01-14 09 A,3045.3887
2019-01-14 10 A,2953.3708
2019-01-14 11 A,2832.2637
2019-01-14 12 A,2583.696
2019-01-14 13 A,2450.3494
2019-01-14 14 A,2298.705
2019-01-14 15 A,2153.084
2019-01-14 16 A,2101.126
2019-01-14 17 A,2175.567
2019-01-14 18 A,2409.951
2019-01-14 19 A,2736.021
2019-01-14 20 A,2809.9797
2019-01-14 21 A,2766.271
2019-01-14 22 A,2688.7686
2019-01-14 23 A,2581.2864
2019-01-14 24 A,2413.9683
2019-01-15 01 A,2068.0483
2019-01-15 02 A,1814.0778
2019-01-15 03 A,1743.9979
2019-01-15 04 A,1773.2152
2019-01-15 05 A,1940.3541
2019-01-15 06 A,2100.9387
2019-01-15 07 A,2399.0815
2019-01-15 08 A,2868.7092
2019-01-15 09 A,2945.092
2019-01-15 10 A,2851.8152
2019-01-15 11 A,2722.6436
2019-01-15 12 A,2481.3188
2019-01-15 13 A,2339.6335
2019-01-15 14 A,2206.0234
2019-01-15 15 A,2067.5024
2019-01-15 16 A,2009.1194
2019-01-15 17 A,2085.3467
2019-01-15 18 A,2321.1196
2019-01-15 19 A,2649.9868
2019-01-15 20 A,2714.5173
2019-01-15 21 A,2678.9365
2019-01-15 22 A,2614.245
2019-01-15 23 A,2495.4675
2019-01-15 24 A,2334.3167
2019-01-16 01 A,2088.3635
2019-01-16 02 A,1835.4719
2019-01-16 03 A,1759.1278
2019-01-16 04 A,1788.8934
2019-01-16 05 A,1964.0438
2019-01-16 06 A,2140.5652
2019-01-16 07 A,2441.7266
2019-01-16 08 A,2870.942
2019-01-16 09 A,2969.3997
2019-01-16 10 A,2860.054
2019-01-16 11 A,2732.9512
2019-01-16 12 A,2500.1726
2019-01-16 13 A,2374.36
2019-01-16 14 A,2238.7896
2019-01-16 15 A,2100.9863
2019-01-16 16 A,2060.6956
2019-01-16 17 A,2140.2822
2019-01-16 18 A,2376.0552
2019-01-16 19 A,2717.7134
2019-01-16 20 A,2778.1921
2019-01-16 21 A,2734.6465
2019-01-16 22 A,2670.4421
2019-01-16 23 A,2566.6865
2019-01-16 24 A,2395.2861
2019-01-17 01 A,2134.409
2019-01-17 02 A,1880.729
2019-01-17 03 A,1806.3833
2019-01-17 04 A,1837.1866
2019-01-17 05 A,2015.646
2019-01-17 06 A,2184.6145
2019-01-17 07 A,2498.893
2019-01-17 08 A,2957.0627
2019-01-17 09 A,3032.9373
2019-01-17 10 A,2909.5454
2019-01-17 11 A,2779.7476
2019-01-17 12 A,2568.594
2019-01-17 13 A,2445.0916
2019-01-17 14 A,2313.698
2019-01-17 15 A,2163.1477
2019-01-17 16 A,2117.5847
2019-01-17 17 A,2204.3616
2019-01-17 18 A,2436.0288
2019-01-17 19 A,2769.0522
2019-01-17 20 A,2887.5117
2019-01-17 21 A,2800.2605
2019-01-17 22 A,2732.6257
2019-01-17 23 A,2634.4048
2019-01-17 24 A,2467.5942
2019-01-18 01 A,2106.7715
2019-01-18 02 A,1876.5162
2019-01-18 03 A,1800.9716
2019-01-18 04 A,1832.7833
2019-01-18 05 A,2018.6035
2019-01-18 06 A,2180.2283
2019-01-18 07 A,2484.0227
2019-01-18 08 A,2903.4575
2019-01-18 09 A,3009.7249
2019-01-18 10 A,2900.223
2019-01-18 11 A,2765.4126
2019-01-18 12 A,2522.798
2019-01-18 13 A,2403.6345
2019-01-18 14 A,2271.5122
2019-01-18 15 A,2142.1736
2019-01-18 16 A,2097.3804
2019-01-18 17 A,2157.747
2019-01-18 18 A,2389.7358
2019-01-18 19 A,2701.989
2019-01-18 20 A,2760.1052
2019-01-18 21 A,2700.512
2019-01-18 22 A,2608.426
2019-01-18 23 A,2518.2107
2019-01-18 24 A,2375.9668
2019-01-19 01 A,2056.0227
2019-01-19 02 A,1793.7455
2019-01-19 03 A,1686.1727
2019-01-19 04 A,1720.3007
2019-01-19 05 A,1872.4147
2019-01-19 06 A,1983.6051
2019-01-19 07 A,2074.2842
2019-01-19 08 A,2413.8772
2019-01-19 09 A,2603.5723
2019-01-19 10 A,2631.9802
2019-01-19 11 A,2534.7354
2019-01-19 12 A,2351.2698
2019-01-19 13 A,2166.7239
2019-01-19 14 A,2043.6304
2019-01-19 15 A,1914.0847
2019-01-19 16 A,1866.0615
2019-01-19 17 A,1936.1583
2019-01-19 18 A,2155.5244
2019-01-19 19 A,2444.8813
2019-01-19 20 A,2484.6106
2019-01-19 21 A,2368.5273
2019-01-19 22 A,2281.4646
2019-01-19 23 A,2235.3372
2019-01-19 24 A,2104.4387
2019-01-20 01 A,1891.3014
2019-01-20 02 A,1668.2877
2019-01-20 03 A,1594.4851
2019-01-20 04 A,1620.7616
2019-01-20 05 A,1750.5201
2019-01-20 06 A,1839.24
2019-01-20 07 A,1907.4552
2019-01-20 08 A,2138.1665
2019-01-20 09 A,2349.8147
2019-01-20 10 A,2395.77
2019-01-20 11 A,2341.0732
2019-01-20 12 A,2132.6997
2019-01-20 13 A,2037.0587
2019-01-20 14 A,1960.8867
2019-01-20 15 A,1858.4828
2019-01-20 16 A,1839.1207
2019-01-20 17 A,1936.1101
2019-01-20 18 A,2183.518
2019-01-20 19 A,2520.4106
2019-01-20 20 A,2517.714
2019-01-20 21 A,2425.933
2019-01-20 22 A,2347.8865
2019-01-20 23 A,2252.8
2019-01-20 24 A,2124.5564
2019-01-21 01 A,1852.3442
2019-01-21 02 A,1607.1461
2019-01-21 03 A,1554.8141
2019-01-21 04 A,1588.7096
2019-01-21 05 A,1789.5752
2019-01-21 06 A,1988.3578
2019-01-21 07 A,2329.4895
2019-01-21 08 A,2792.0254
2019-01-21 09 A,2899.9268
2019-01-21 10 A,2808.009
2019-01-21 11 A,2687.393
2019-01-21 12 A,2441.0593
2019-01-21 13 A,2320.8926
2019-01-21 14 A,2166.7202
2019-01-21 15 A,2016.6014
2019-01-21 16 A,1969.7173
2019-01-21 17 A,2049.548
2019-01-21 18 A,2283.9456
2019-01-21 19 A,2590.6558
2019-01-21 20 A,2665.1243
2019-01-21 21 A,2606.955
2019-01-21 22 A,2537.1372
2019-01-21 23 A,2405.1943
2019-01-21 24 A,2249.6768
2019-01-22 01 A,1920.8547
2019-01-22 02 A,1679.7665
2019-01-22 03 A,1608.6847
2019-01-22 04 A,1642.0142
2019-01-22 05 A,1810.0774
2019-01-22 06 A,1977.6194
2019-01-22 07 A,2283.5356
2019-01-22 08 A,2756.6885
2019-01-22 09 A,2849.6274
2019-01-22 10 A,2735.658
2019-01-22 11 A,2609.017
2019-01-22 12 A,2363.7708
2019-01-22 13 A,2242.564
2019-01-22 14 A,2107.8372
2019-01-22 15 A,1969.6621
2019-01-22 16 A,1927.6733
2019-01-22 17 A,2009.7335
2019-01-22 18 A,2245.5193
2019-01-22 19 A,2573.0623
2019-01-22 20 A,2647.145
2019-01-22 21 A,2597.104
2019-01-22 22 A,2526.9294
2019-01-22 23 A,2410.6448
2019-01-22 24 A,2264.4204
2019-01-23 01 A,2005.1852
2019-01-23 02 A,1751.129
2019-01-23 03 A,1673.783
2019-01-23 04 A,1703.5485
2019-01-23 05 A,1897.6925
2019-01-23 06 A,2074.5754
2019-01-23 07 A,2375.7368
2019-01-23 08 A,2825.0374
2019-01-23 09 A,2927.645
2019-01-23 10 A,2803.6882
2019-01-23 11 A,2678.9348
2019-01-23 12 A,2436.422
2019-01-23 13 A,2310.6096
2019-01-23 14 A,2191.5493
2019-01-23 15 A,2057.4272
2019-01-23 16 A,2005.3354
2019-01-23 17 A,2075.1604
2019-01-23 18 A,2300.8708
2019-01-23 19 A,2636.223
2019-01-23 20 A,2718.9648
2019-01-23 21 A,2652.5269
2019-01-23 22 A,2594.9236
2019-01-23 23 A,2493.207
2019-01-23 24 A,2339.2395
2019-01-24 01 A,2133.0383
2019-01-24 02 A,1866.2327
2019-01-24 03 A,1790.885
2019-01-24 04 A,1820.8917
2019-01-24 05 A,1980.9037
2019-01-24 06 A,2154.9297
2019-01-24 07 A,2410.368
2019-01-24 08 A,2868.0012
2019-01-24 09 A,2943.902
2019-01-24 10 A,2822.2976
2019-01-24 11 A,2695.2988
2019-01-24 12 A,2451.4207
2019-01-24 13 A,2357.6594
2019-01-24 14 A,2244.128
2019-01-24 15 A,2097.369
2019-01-24 16 A,2072.3855
2019-01-24 17 A,2149.4019
2019-01-24 18 A,2371.0068
2019-01-24 19 A,2703.782
2019-01-24 20 A,2796.346
2019-01-24 21 A,2745.1545
2019-01-24 22 A,2677.5193
2019-01-24 23 A,2594.1704
2019-01-24 24 A,2442.8801
2019-01-25 01 A,2395.78
2019-01-25 02 A,2153.0183
2019-01-25 03 A,2075.8767
2019-01-25 04 A,2106.8918
2019-01-25 05 A,2287.758
2019-01-25 06 A,2454.4404
2019-01-25 07 A,2699.394
2019-01-25 08 A,3118.8816
2019-01-25 09 A,3228.9224
2019-01-25 10 A,3145.0444
2019-01-25 11 A,3007.417
2019-01-25 12 A,2759.7417
2019-01-25 13 A,2638.0044
2019-01-25 14 A,2520.981
2019-01-25 15 A,2386.73
2019-01-25 16 A,2354.0156
2019-01-25 17 A,2404.5818
2019-01-25 18 A,2624.7266
2019-01-25 19 A,2936.7314
2019-01-25 20 A,2998.5017
2019-01-25 21 A,2932.8472
2019-01-25 22 A,2843.2534
2019-01-25 23 A,2753.3308
2019-01-25 24 A,2638.026
2019-01-26 01 A,2609.6873
2019-01-26 02 A,2334.9019
2019-01-26 03 A,2226.6116
2019-01-26 04 A,2259.9436
2019-01-26 05 A,2412.48
2019-01-26 06 A,2531.448
2019-01-26 07 A,2567.2424
2019-01-26 08 A,2903.951
2019-01-26 09 A,3098.9924
2019-01-26 10 A,3128.8674
2019-01-26 11 A,3029.8396
2019-01-26 12 A,2846.1064
2019-01-26 13 A,2661.5603
2019-01-26 14 A,2556.3289
2019-01-26 15 A,2415.6865
2019-01-26 16 A,2378.8706
2019-01-26 17 A,2449.4788
2019-01-26 18 A,2658.7686
2019-01-26 19 A,2947.5142
2019-01-26 20 A,3030.6309
2019-01-26 21 A,2872.4756
2019-01-26 22 A,2783.5083
2019-01-26 23 A,2735.5554
2019-01-26 24 A,2665.6372
2019-01-27 01 A,2274.0837
2019-01-27 02 A,2039.3551
2019-01-27 03 A,1965.8376
2019-01-27 04 A,1992.1141
2019-01-27 05 A,2122.2961
2019-01-27 06 A,2212.9753
2019-01-27 07 A,2223.8743
2019-01-27 08 A,2449.7434
2019-01-27 09 A,2684.282
2019-01-27 10 A,2743.2278
2019-01-27 11 A,2686.7478
2019-01-27 12 A,2466.1865
2019-01-27 13 A,2370.545
2019-01-27 14 A,2309.909
2019-01-27 15 A,2205.0342
2019-01-27 16 A,2170.327
2019-01-27 17 A,2253.2007
2019-01-27 18 A,2490.533
2019-01-27 19 A,2827.0623
2019-01-27 20 A,2820.6267
2019-01-27 21 A,2758.781
2019-01-27 22 A,2678.8308
2019-01-27 23 A,2584.068
2019-01-27 24 A,2460.5764
2019-01-28 01 A,2207.9597
2019-01-28 02 A,1984.5253
2019-01-28 03 A,1932.4784
2019-01-28 04 A,1966.3741
2019-01-28 05 A,2167.269
2019-01-28 06 A,2364.832
2019-01-28 07 A,2620.7139
2019-01-28 08 A,3077.6355
2019-01-28 09 A,3170.9722
2019-01-28 10 A,3080.8103
2019-01-28 11 A,2958.4915
2019-01-28 12 A,2710.2322
2019-01-28 13 A,2591.0552
2019-01-28 14 A,2439.457
2019-01-28 15 A,2280.717
2019-01-28 16 A,2246.1704
2019-01-28 17 A,2309.5483
2019-01-28 18 A,2548.386
2019-01-28 19 A,2846.436
2019-01-28 20 A,2907.1995
2019-01-28 21 A,2861.8088
2019-01-28 22 A,2790.087
2019-01-28 23 A,2673.1426
2019-01-28 24 A,2519.0942
2019-01-29 01 A,2111.6367
2019-01-29 02 A,1887.8607
2019-01-29 03 A,1814.5327
2019-01-29 04 A,1847.8624
2019-01-29 05 A,2015.9531
2019-01-29 06 A,2169.7014
2019-01-29 07 A,2419.354
2019-01-29 08 A,2888.1436
2019-01-29 09 A,2964.3113
2019-01-29 10 A,2861.028
2019-01-29 11 A,2734.9102
2019-01-29 12 A,2483.9026
2019-01-29 13 A,2365.23
2019-01-29 14 A,2231.6663
2019-01-29 15 A,2104.7385
2019-01-29 16 A,2039.6486
2019-01-29 17 A,2100.8801
2019-01-29 18 A,2327.9958
2019-01-29 19 A,2617.621
2019-01-29 20 A,2672.017
2019-01-29 21 A,2632.6577
2019-01-29 22 A,2572.6626
2019-01-29 23 A,2447.9697
2019-01-29 24 A,2324.0276
2019-01-30 01 A,1830.0348
2019-01-30 02 A,1590.5934
2019-01-30 03 A,1510.8055
2019-01-30 04 A,1539.8217
2019-01-30 05 A,1713.6139
2019-01-30 06 A,1874.4302
2019-01-30 07 A,2166.9429
2019-01-30 08 A,2610.7007
2019-01-30 09 A,2715.028
2019-01-30 10 A,2593.7798
2019-01-30 11 A,2472.9165
2019-01-30 12 A,2239.282
2019-01-30 13 A,2086.3108
2019-01-30 14 A,1949.4338
2019-01-30 15 A,1811.3202
2019-01-30 16 A,1768.6544
2019-01-30 17 A,1833.895
2019-01-30 18 A,2061.2397
2019-01-30 19 A,2365.437
2019-01-30 20 A,2434.2385
2019-01-30 21 A,2375.4375
2019-01-30 22 A,2315.9302
2019-01-30 23 A,2207.337
2019-01-30 24 A,2070.2893
2019-01-31 01 A,1637.6807
2019-01-31 02 A,1427.8688
2019-01-31 03 A,1347.863
2019-01-31 04 A,1377.8698
2019-01-31 05 A,1544.0713
2019-01-31 06 A,1697.3336
2019-01-31 07 A,2003.0107
2019-01-31 08 A,2455.9475
2019-01-31 09 A,2542.3757
2019-01-31 10 A,2401.0005
2019-01-31 11 A,2275.2869
2019-01-31 12 A,2019.2664
2019-01-31 13 A,1898.4061
2019-01-31 14 A,1767.0596
2019-01-31 15 A,1613.9622
2019-01-31 16 A,1567.9316
2019-01-31 17 A,1640.3618
2019-01-31 18 A,1844.8102
2019-01-31 19 A,2151.9968
2019-01-31 20 A,2181.4133
2019-01-31 21 A,2149.5703
2019-01-31 22 A,2080.031
2019-01-31 23 A,1939.4052
2019-01-31 24 A,1805.2086
2019-02-01 01 A,1711.2146
2019-02-01 02 A,1470.7354
2019-02-01 03 A,1364.6664
2019-02-01 04 A,1428.9147
2019-02-01 05 A,1614.1671
2019-02-01 06 A,1768.8414
2019-02-01 07 A,2023.3724
2019-02-01 08 A,2501.9155
2019-02-01 09 A,2576.5469
2019-02-01 10 A,2402.2349
2019-02-01 11 A,2268.1494
2019-02-01 12 A,2084.3604
2019-02-01 13 A,1948.4988
2019-02-01 14 A,1822.3232
2019-02-01 15 A,1734.7096
2019-02-01 16 A,1663.0605
2019-02-01 17 A,1748.8489
2019-02-01 18 A,1949.7117
2019-02-01 19 A,2287.7085
2019-02-01 20 A,2348.5078
2019-02-01 21 A,2244.6533
2019-02-01 22 A,2126.8413
2019-02-01 23 A,2020.8893
2019-02-01 24 A,1915.5841
2019-02-02 01 A,1784.1095
2019-02-02 02 A,1558.2045
2019-02-02 03 A,1396.411
2019-02-02 04 A,1454.1531
2019-02-02 05 A,1631.9702
2019-02-02 06 A,1695.6664
2019-02-02 07 A,1811.7915
2019-02-02 08 A,2124.8794
2019-02-02 09 A,2289.965
2019-02-02 10 A,2332.7988
2019-02-02 11 A,2270.0479
2019-02-02 12 A,2087.9316
2019-02-02 13 A,1940.5651
2019-02-02 14 A,1831.0476
2019-02-02 15 A,1712.2904
2019-02-02 16 A,1667.955
2019-02-02 17 A,1723.7043
2019-02-02 18 A,1923.994
2019-02-02 19 A,2253.188
2019-02-02 20 A,2297.609
2019-02-02 21 A,2241.1843
2019-02-02 22 A,2110.955
2019-02-02 23 A,2051.5493
2019-02-02 24 A,1939.912
2019-02-03 01 A,1919.8705
2019-02-03 02 A,1713.5146
2019-02-03 03 A,1606.6305
2019-02-03 04 A,1658.9247
2019-02-03 05 A,1789.789
2019-02-03 06 A,1863.2545
2019-02-03 07 A,1963.9551
2019-02-03 08 A,2200.1416
2019-02-03 09 A,2404.9875
2019-02-03 10 A,2438.0432
2019-02-03 11 A,2349.6133
2019-02-03 12 A,2227.226
2019-02-03 13 A,2111.9626
2019-02-03 14 A,2004.8184
2019-02-03 15 A,1936.5149
2019-02-03 16 A,1883.5903
2019-02-03 17 A,1969.6664
2019-02-03 18 A,2174.0293
2019-02-03 19 A,2540.4033
2019-02-03 20 A,2593.4402
2019-02-03 21 A,2487.1013
2019-02-03 22 A,2383.7664
2019-02-03 23 A,2301.614
2019-02-03 24 A,2170.3633
2019-02-04 01 A,1953.9049
2019-02-04 02 A,1727.6813
2019-02-04 03 A,1649.4869
2019-02-04 04 A,1683.0815
2019-02-04 05 A,1879.741
2019-02-04 06 A,2088.2444
2019-02-04 07 A,2414.881
2019-02-04 08 A,2902.7244
2019-02-04 09 A,2944.2402
2019-02-04 10 A,2795.7324
2019-02-04 11 A,2676.79
2019-02-04 12 A,2479.9243
2019-02-04 13 A,2326.2197
2019-02-04 14 A,2203.3728
2019-02-04 15 A,2087.4573
